Cluster	Gene	FY23.SC_FY23.SC.1	FY23.SC_FY23.SC.2	FY23.YE_FY23.YE.1	FY23.YE_FY23.YE.2	FY24.SC_FY24.SC.1	FY24.SC_FY24.SC.2	FY24.YE_FY24.YE.1	FY24.YE_FY24.YE.2	Transcript
XIII_775729_775815_-	YMR252C__YMR252C	10.078	9.281	6.821	8.981	9.239	9.532	7.83	10.356	YMR252C_mRNA
XIII_775957_775977_+	.	1.197	1.403	1.421	1.776	0.821	1.215	1.175	1.282	NA
XIII_777145_777243_-	YMR253C__YMR253C	30.133	27.086	23.021	22.304	30.797	25.419	20.162	20.219	YMR253C_mRNA
XIII_777145_777243_-	YMR254C__YMR254C	30.133	27.086	23.021	22.304	30.797	25.419	20.162	20.219	YMR254C_mRNA
XIII_777582_777588_+	YMR255W__YMR255W	0.798	0.863	0.474	0.395	0.513	0.841	0.979	0.395	YMR255W_mRNA
XIII_777833_777837_+	YMR255W__YMR255W	0.698	0.863	0.853	0.79	1.232	0.654	0.783	0.395	YMR255W_mRNA
XIII_777915_778034_+	YMR255W__YMR255W	46.397	47.913	42.726	43.127	43.424	47.193	37.78	41.918	YMR255W_mRNA
XIII_779137_779187_-	YMR256C__YMR256C	231.784	232.229	144.661	140.83	235.493	235.87	175.687	171.421	YMR256C_mRNA
XIII_78205_78209_-	.	0.2	0.108	0.853	0.395	0	0.187	0	0	NA
XIII_782399_782423_-	YMR257C__YMR257C	12.672	13.273	11.084	9.474	12.935	11.588	8.417	8.877	YMR257C_mRNA
XIII_784313_784392_-	YMR258C__YMR258C	42.306	40.791	34.01	37.206	43.321	45.324	36.605	34.521	YMR258C_mRNA
XIII_784513_784551_+	.	6.785	7.23	3.979	4.54	7.802	7.943	4.796	5.523	NA
XIII_788918_788955_-	YMR259C__YMR259C	25.344	23.201	32.115	30.199	25.561	22.241	27.895	25.841	YMR259C_mRNA
XIII_788918_788955_-	YMR260C__YMR260C	25.344	23.201	32.115	30.199	25.561	22.241	27.895	25.841	YMR260C_mRNA
XIII_789795_789890_-	YMR259C__YMR259C	1097.057	1131.147	1195.94	1303.094	1157.654	1205.33	1376.229	1460.431	YMR259C_mRNA
XIII_789795_789890_-	YMR260C__YMR260C	1097.057	1131.147	1195.94	1303.094	1157.654	1205.33	1376.229	1460.431	YMR260C_mRNA
XIII_793385_793545_-	YMR261C__YMR261C	46.197	41.331	30.694	30.199	33.671	31.68	27.405	28.011	YMR261C_mRNA
XIII_793667_793728_+	YMR262W__YMR262W	31.63	32.266	19.894	22.6	29.257	32.241	19.575	21.797	YMR262W_mRNA
XIII_794846_794930_+	YMR263W__YMR263W	102.472	97.769	48.315	46.581	91.467	93.357	44.729	48.428	YMR263W_mRNA
XIII_794846_794930_+	YMR264W__CUE1	102.472	97.769	48.315	46.581	91.467	93.357	44.729	48.428	YMR264W_mRNA
XIII_795731_795784_+	YMR263W__YMR263W	34.523	32.914	33.063	29.903	24.432	33.175	31.907	35.113	YMR263W_mRNA
XIII_795731_795784_+	YMR264W__CUE1	34.523	32.914	33.063	29.903	24.432	33.175	31.907	35.113	YMR264W_mRNA
XIII_795804_795822_+	YMR263W__YMR263W	1.996	1.619	1.421	1.974	1.745	2.523	1.664	2.071	YMR263W_mRNA
XIII_795804_795822_+	YMR264W__CUE1	1.996	1.619	1.421	1.974	1.745	2.523	1.664	2.071	YMR264W_mRNA
XIII_795914_795941_+	YMR263W__YMR263W	4.59	3.669	3.505	4.737	4.62	4.486	2.447	4.438	YMR263W_mRNA
XIII_795914_795941_+	YMR264W__CUE1	4.59	3.669	3.505	4.737	4.62	4.486	2.447	4.438	YMR264W_mRNA
XIII_79687_79758_-	YML097C__VPS9	27.14	27.086	28.231	27.83	27.922	24.11	26.133	23.277	YML097C_mRNA
XIII_797861_797936_-	YMR265C__YMR265C	28.038	27.734	19.421	22.896	28.23	28.129	22.805	21.699	YMR265C_mRNA
XIII_798444_798449_+	YMR266W__YMR266W	2.494	2.05	1.516	1.579	1.642	2.243	1.077	0.986	YMR266W_mRNA
XIII_798475_798510_+	YMR266W__YMR266W	83.514	87.841	89.809	99.874	89.722	91.488	88.969	85.809	YMR266W_mRNA
XIII_79849_79915_+	YML096W__YML096W	20.055	16.295	19.421	19.837	16.528	18.41	17.128	19.332	YML096W_mRNA
XIII_801647_801734_+	YMR267W__PPA2	50.388	41.007	34.484	30.988	43.834	42.707	36.605	33.929	YMR267W_mRNA
XIII_804245_804267_-	YMR268C__YMR268C	6.685	7.338	5.589	6.316	6.262	5.607	4.6	4.636	YMR268C_mRNA
XIII_804371_804456_+	YMR269W__TMA23	47.893	46.079	67.546	66.221	47.94	52.146	69.1	63.321	YMR269W_mRNA
XIII_806526_806596_-	YMR270C__YMR270C	11.874	13.058	9.474	10.362	10.574	12.896	11.256	11.737	YMR270C_mRNA
XIII_806526_806596_-	YMR271C__YMR271C	11.874	13.058	9.474	10.362	10.574	12.896	11.256	11.737	YMR271C_mRNA
XIII_807548_807605_-	YMR271C__YMR271C	24.046	24.065	2.747	4.737	24.74	20.933	3.915	4.143	YMR271C_mRNA
XIII_808074_808145_-	YMR271C__YMR271C	14.867	15.647	14.589	12.04	11.908	14.859	11.647	11.145	YMR271C_mRNA
XIII_809073_809137_+	.	3.193	4.64	4.737	3.158	3.182	3.738	2.741	3.452	NA
XIII_810796_810888_-	YMR272C__SCS7	227.992	226.618	146.461	147.639	234.467	225.217	149.358	155.147	YMR272C_mRNA
XIII_814117_814203_-	YMR273C__ZDS1	40.709	46.295	34.673	36.219	39.933	37.474	34.844	34.915	YMR273C_mRNA
XIII_815311_815399_-	YMR274C__YMR274C	19.457	20.827	18.189	18.455	21.147	19.438	18.303	16.373	YMR274C_mRNA
XIII_818610_818648_-	YMR275C__BUL1	32.528	32.806	25.768	29.804	30.489	29.624	26.035	23.376	YMR275C_mRNA
XIII_818767_818858_+	YMR276W__YMR276W	115.643	117.733	116.619	105.104	122.366	113.917	102.476	109.875	YMR276W_mRNA
XIII_819518_819520_+	YMR276W__YMR276W	0.399	0.432	0.284	0.197	0.103	0.093	0.196	0.592	YMR276W_mRNA
XIII_819518_819520_+	YMR277W__YMR277W	0.399	0.432	0.284	0.197	0.103	0.093	0.196	0.592	YMR277W_mRNA
XIII_820133_820207_+	YMR277W__YMR277W	33.026	31.619	27.379	29.705	32.029	25.419	27.503	29.491	YMR277W_mRNA
XIII_82100_82107_-	YML094C-A__YML094C-A	0.1	0.108	0.568	0.099	0.308	0.28	0.392	0.296	YML094C-A_mRNA
XIII_82100_82107_-	YML095C__YML095C	0.1	0.108	0.568	0.099	0.308	0.28	0.392	0.296	YML095C_mRNA
XIII_82122_82158_-	YML094C-A__YML094C-A	3.492	5.18	2.937	3.257	4.106	3.645	3.328	5.227	YML094C-A_mRNA
XIII_82122_82158_-	YML095C__YML095C	3.492	5.18	2.937	3.257	4.106	3.645	3.328	5.227	YML095C_mRNA
XIII_82236_82270_+	YML093W__YML093W	82.816	81.582	96.251	89.511	85.718	81.489	90.829	96.56	YML093W_mRNA
XIII_82236_82270_+	YML094W__GIM5	82.816	81.582	96.251	89.511	85.718	81.489	90.829	96.56	YML094W_mRNA
XIII_822722_822743_+	YMR278W__YMR278W	28.038	31.726	23.021	20.725	25.972	24.951	19.967	20.121	YMR278W_mRNA
XIII_822767_822770_+	YMR278W__YMR278W	0.698	0.647	0.853	0.987	0.821	0.748	0.587	0.789	YMR278W_mRNA
XIII_82458_82461_+	YML093W__YML093W	0.299	0.108	0.568	0.395	0.616	0.654	0.196	0.395	YML093W_mRNA
XIII_82458_82461_+	YML094W__GIM5	0.299	0.108	0.568	0.395	0.616	0.654	0.196	0.395	YML094W_mRNA
XIII_827640_827645_-	.	0	0	0.189	0.099	0.205	0.187	0.489	0.493	NA
XIII_83057_83090_+	YML093W__YML093W	33.525	39.388	44.62	42.239	34.287	35.605	39.052	41.82	YML093W_mRNA
XIII_83057_83090_+	YML094W__GIM5	33.525	39.388	44.62	42.239	34.287	35.605	39.052	41.82	YML094W_mRNA
XIII_831370_831449_-	YMR280C__CAT8	6.286	6.906	2.084	1.974	5.954	7.009	2.251	2.269	YMR280C_mRNA
XIII_831491_831496_-	YMR280C__CAT8	0.399	0.971	0.189	0.197	0.308	0.187	0.489	0.296	YMR280C_mRNA
XIII_832220_832290_+	YMR281W__YMR281W	34.024	32.59	25.2	28.126	30.797	30.932	27.601	29.293	YMR281W_mRNA
XIII_832650_832656_+	YMR281W__YMR281W	0.499	0.324	0.284	0.099	0.616	1.028	0.489	0.395	YMR281W_mRNA
XIII_832944_832955_-	.	1.996	1.942	1.326	2.072	2.977	1.682	1.762	2.367	NA
XIII_835080_835156_-	YMR282C__AEP2	10.078	11.331	9	9.474	9.855	10.653	8.907	9.863	YMR282C_mRNA
XIII_836810_836859_-	YMR283C__RIT1	12.273	12.41	8.905	7.698	13.961	11.214	7.928	8.088	YMR283C_mRNA
XIII_836934_836945_-	YMR283C__RIT1	0.698	0.971	1.137	1.184	0.821	0.561	2.055	1.085	YMR283C_mRNA
XIII_838101_838191_+	YMR284W__YKU70	37.317	30.432	20.463	23.488	32.645	31.586	26.035	26.236	YMR284W_mRNA
XIII_841555_841560_-	YMR285C__YMR285C	0.399	0.54	0.474	0.395	0.308	0.374	0.685	0.493	YMR285C_mRNA
XIII_841660_841761_-	YMR285C__YMR285C	24.645	25.791	21.884	19.047	19.299	19.625	17.226	16.669	YMR285C_mRNA
XIII_841871_841969_+	YMR286W__MRPL33	131.008	134.244	108.188	111.815	133.453	134.663	130.175	121.514	YMR286W_mRNA
XIII_845345_845438_-	YMR287C__DSS1	22.051	26.007	19.042	21.416	21.968	20.746	20.26	17.951	YMR287C_mRNA
XIII_845518_845582_+	YMR288W__YMR288W	25.842	30.216	27.379	26.054	29.052	27.568	24.86	24.954	YMR288W_mRNA
XIII_848639_848715_+	YMR289W__YMR289W	96.286	89.244	67.546	75.103	107.481	97.843	80.062	77.82	YMR289W_mRNA
XIII_851590_851670_-	YMR290C__YMR290C	142.583	148.273	218.744	217.314	152.034	156.343	220.122	212.155	YMR290C_mRNA
XIII_852012_852015_-	YMR290C__YMR290C	0.399	0.54	0.095	0.099	0.411	0	0.392	0.197	YMR290C_mRNA
XIII_852337_852341_-	YMR290C__YMR290C	0.299	0.324	0	0.099	0.103	0	0.196	0	YMR290C_mRNA
XIII_852526_852674_+	YMR291W__YMR291W	117.339	120.971	46.326	56.056	118.979	124.29	58.432	58.192	YMR291W_mRNA
XIII_854738_854907_+	YMR292W__YMR292W	136.197	121.295	161.05	150.403	157.167	140.363	161.299	152.977	YMR292W_mRNA
XIII_854972_854987_-	.	1.796	2.806	1.137	1.875	2.258	2.149	1.958	1.479	NA
XIII_856790_856844_-	YMR293C__HER2	13.869	12.086	11.084	9.474	14.782	14.391	10.668	10.751	YMR293C_mRNA
XIII_856921_856983_+	YMR294W__JNM1	16.962	22.77	15.916	16.678	16.938	18.69	14.192	16.274	YMR294W_mRNA
XIII_858851_858866_-	YMR295C__YMR295C	0.599	1.619	1.8	1.776	1.027	0.748	1.762	1.479	YMR295C_mRNA
XIII_858887_859006_-	YMR295C__YMR295C	218.713	210.755	155.177	152.376	203.567	198.77	164.235	171.519	YMR295C_mRNA
XIII_860971_861107_-	YMR296C__LCB1	145.676	156.582	154.324	150.106	150.391	140.457	142.801	150.117	YMR296C_mRNA
XIII_861605_861610_-	YMR296C__LCB1	0.2	0.432	0	0.099	0.411	0.187	0	0	YMR296C_mRNA
XIII_861634_861652_-	YMR296C__LCB1	3.093	1.942	0.853	0.592	1.848	1.962	1.175	0.493	YMR296C_mRNA
XIII_861841_861915_+	YMR297W__PRC1	468.058	476.437	237.218	236.854	418.324	414.455	238.034	245.986	YMR297W_mRNA
XIII_863756_863812_+	YMR298W__YMR298W	157.549	155.071	125.998	123.46	148.646	168.399	120.485	119.64	YMR298W_mRNA
XIII_865330_865411_-	YMR299C__YMR299C	12.073	12.518	10.042	7.007	9.136	9.439	7.341	8.285	YMR299C_mRNA
XIII_86645_86651_-	YML092C__YML092C	0.1	0.108	0.284	0.197	0	0	0.196	0.296	YML092C_mRNA
XIII_86683_86817_-	YML092C__YML092C	77.028	73.705	65.746	67.306	63.647	66.817	61.074	64.702	YML092C_mRNA
XIII_867112_867217_-	YMR300C__YMR300C	63.958	63.777	61.104	63.26	64.468	66.257	59.019	57.305	YMR300C_mRNA
XIII_867356_867369_-	YMR300C__YMR300C	4.191	2.698	1.705	2.27	2.669	1.495	1.468	1.874	YMR300C_mRNA
XIII_869653_869711_-	YMR301C__YMR301C	29.434	29.568	26.715	24.475	27.82	27.942	23.882	24.066	YMR301C_mRNA
XIII_872643_872700_-	YMR302C__YME2	54.479	51.475	30.126	34.245	50.815	47.94	32.103	29.688	YMR302C_mRNA
XIII_872978_873012_+	.	12.472	13.381	11.558	9.672	10.163	9.252	9.005	7.496	NA
XIII_874390_874400_-	YMR303C__ADH2	5.089	6.043	1.611	1.184	3.901	4.299	1.37	1.381	YMR303C_mRNA
XIII_874761_874847_+	YMR304W__YMR304W	55.776	56.978	31.736	33.456	49.788	52.987	32.201	30.872	YMR304W_mRNA
XIII_880254_880453_-	YMR305C__YMR305C	80.122	76.51	68.304	76.78	72.886	72.985	71.449	68.647	YMR305C_mRNA
XIII_880837_880842_+	YMR306W__YMR306W	1.098	0.647	0.474	0.296	1.232	0.748	0.587	0.986	YMR306W_mRNA
XIII_880867_880870_+	YMR306W__YMR306W	0.998	0.755	0.568	1.086	0.719	0.374	0.979	0.493	YMR306W_mRNA
XIII_886196_886261_-	YMR306C-A__YMR306C-A	3.293	2.806	2.463	1.678	1.95	2.336	1.664	1.282	YMR306C-A_mRNA
XIII_886356_886360_-	YMR306C-A__YMR306C-A	0.399	0.432	0.853	0.493	1.027	0.841	0.392	0.099	YMR306C-A_mRNA
XIII_886395_886482_-	YMR306C-A__YMR306C-A	3.293	3.885	4.832	5.823	4.414	3.271	3.524	4.833	YMR306C-A_mRNA
XIII_886506_886510_-	YMR306C-A__YMR306C-A	0	0	0.095	0.197	0.103	0.093	0.196	0.197	YMR306C-A_mRNA
XIII_886873_887039_+	YMR307W__GAS1	333.956	317.157	255.88	267.744	298.114	320.069	250.659	270.742	YMR307W_mRNA
XIII_888493_888497_+	.	0.1	0.647	0.284	0.691	0.821	0.467	0.294	0.69	NA
XIII_892320_892425_-	YMR308C__PSE1	66.951	69.712	84.883	80.333	75.658	71.77	87.207	83.541	YMR308C_mRNA
XIII_895444_895538_-	YMR309C__YMR309C	117.937	121.942	131.303	143.494	110.561	118.029	120.876	122.598	YMR309C_mRNA
XIII_896697_896752_-	YMR310C__YMR310C	17.661	15.755	20.747	22.106	16.938	14.018	18.596	18.444	YMR310C_mRNA
XIII_896697_896752_-	YMR311C__YMR311C	17.661	15.755	20.747	22.106	16.938	14.018	18.596	18.444	YMR311C_mRNA
XIII_897428_897430_-	YMR310C__YMR310C	0.499	1.511	0.284	0.197	0.411	0.561	0.392	0.493	YMR310C_mRNA
XIII_897428_897430_-	YMR311C__YMR311C	0.499	1.511	0.284	0.197	0.411	0.561	0.392	0.493	YMR311C_mRNA
XIII_897603_897666_-	YMR310C__YMR310C	140.288	138.992	93.22	97.308	132.529	131.018	98.267	93.601	YMR310C_mRNA
XIII_897603_897666_-	YMR311C__YMR311C	140.288	138.992	93.22	97.308	132.529	131.018	98.267	93.601	YMR311C_mRNA
XIII_898367_898385_+	YMR312W__ELP6	10.277	10.899	15.252	16.678	13.14	12.429	13.898	13.512	YMR312W_mRNA
XIII_899014_899017_-	.	0.898	0.54	0.758	0.395	1.335	0.841	0.587	0.888	NA
XIII_901290_901365_-	YMR313C__YMR313C	54.978	56.223	39.505	43.127	51.328	50.837	42.772	40.241	YMR313C_mRNA
XIII_901611_901686_+	YMR314W__YMR314W	363.092	366.366	311.206	341.761	364.327	348.759	327.785	337.91	YMR314W_mRNA
XIII_902479_902484_-	.	0.399	0.755	0.474	0.493	0.205	0.561	0.392	0.69	NA
XIII_902702_902760_+	YMR314W__YMR314W	92.993	90.323	56.841	55.069	72.578	77.471	50.602	58.883	YMR314W_mRNA
XIII_902702_902760_+	YMR315W__YMR315W	92.993	90.323	56.841	55.069	72.578	77.471	50.602	58.883	YMR315W_mRNA
XIII_903917_903924_-	.	0.499	0.324	0.095	0	0.103	0.093	0.196	0.099	NA
XIII_904127_904130_-	.	1.397	1.187	3.221	2.171	0.821	1.589	0.489	1.874	NA
XIII_904520_904530_-	.	0.599	0.863	0.474	0.395	0.513	0.748	0.587	0.197	NA
XIII_904747_904776_+	YMR315W-A__YMR315W-A	51.685	51.367	98.809	110.335	54.408	41.305	106.782	110.763	YMR315W-A_mRNA
XIII_904747_904776_+	YMR316W__YMR316W	51.685	51.367	98.809	110.335	54.408	41.305	106.782	110.763	YMR316W_mRNA
XIII_90931_91116_-	YML089C__YML089C	54.678	58.273	33.726	35.824	51.636	52.146	36.899	34.324	YML089C_mRNA
XIII_90931_91116_-	YML091C__YML091C	54.678	58.273	33.726	35.824	51.636	52.146	36.899	34.324	YML091C_mRNA
XIII_910351_910354_+	.	0.599	0.432	0.947	0.592	0.719	0.654	0.587	0.395	NA
XIII_910766_910824_-	.	7.583	7.23	3.884	4.244	6.57	6.542	2.936	2.86	NA
XIII_911527_911536_-	YMR318C__ADH6	0.299	0.324	0.379	0.395	0.411	0.467	0.587	0.493	YMR318C_mRNA
XIII_912158_912323_-	YMR318C__ADH6	117.838	112.985	140.682	134.02	111.177	112.702	131.447	141.24	YMR318C_mRNA
XIII_912428_912559_+	.	7.084	8.417	5.305	5.823	7.186	7.85	5.775	5.819	NA
XIII_914537_914726_-	YMR319C__YMR319C	73.736	70.036	88.578	87.439	63.134	72.051	71.058	71.409	YMR319C_mRNA
XIII_914904_914938_+	.	0.2	1.187	0.284	0.296	0.821	0.841	0.685	0.789	NA
XIII_915051_915088_-	YMR319C__YMR319C	2.694	1.727	2.558	2.961	3.08	2.71	1.566	2.071	YMR319C_mRNA
XIII_915212_915215_+	.	0.1	0.216	0.095	0.197	0.616	0.374	0.098	0	NA
XIII_915455_915598_+	.	15.066	12.194	11.274	10.757	13.551	11.401	8.124	8.581	NA
XIII_915849_915897_+	YMR320W__YMR320W	7.882	4.209	10.516	7.994	4.209	3.364	5.97	5.03	YMR320W_mRNA
XIII_91585_91601_-	YML089C__YML089C	0.898	1.835	0.095	0	0.616	1.495	0.196	0.395	YML089C_mRNA
XIII_91585_91601_-	YML091C__YML091C	0.898	1.835	0.095	0	0.616	1.495	0.196	0.395	YML091C_mRNA
XIII_917514_917549_+	YMR320W__YMR320W	0.599	0.863	0.189	0.395	0.411	0.374	0.294	0.493	YMR320W_mRNA
XIII_917880_917894_-	YMR321C__YMR321C	0	0	0	0	0.205	0.467	0	0	YMR321C_mRNA
XIII_92168_92220_+	YML088W__YML088W	32.727	29.784	27.852	28.817	27.922	28.316	27.699	30.773	YML088W_mRNA
XIII_95378_95383_-	YML087C__YML087C	1.896	1.727	0.758	0.493	1.642	1.495	0.881	0.592	YML087C_mRNA
XIII_95473_95481_-	YML087C__YML087C	1.297	0.432	0.474	0.592	0.616	0.841	0.783	0.493	YML087C_mRNA
XIII_9676_9682_-	.	0.798	0.863	0.379	0.197	0.719	0.654	0	0.099	NA
XIII_97430_97434_-	YML086C__YML086C	0.299	0.647	0.568	0.395	0.616	0.187	0.685	0.789	YML086C_mRNA
XIII_97475_97553_-	YML086C__YML086C	87.505	84.388	66.41	75.3	86.129	86.162	69.394	67.957	YML086C_mRNA
XIII_97669_97682_+	.	12.073	14.46	8.337	7.402	10.574	11.775	9.005	7.989	NA
XIII_9808_9917_-	.	4.29	5.288	6.158	5.625	7.186	5.233	6.264	6.707	NA
XIII_99400_99464_-	YML085C__YML085C	165.831	163.704	144.566	139.547	167.432	170.361	136.145	135.716	YML085C_mRNA
XIV_101520_101551_-	.	3.193	2.698	3.789	3.454	2.669	3.177	2.936	3.452	NA
XIV_104036_104094_-	YNL284C__MRPL10	47.594	43.273	34.673	37.798	46.195	44.95	33.963	34.028	YNL284C_mRNA
XIV_104266_104289_+	.	2.894	3.453	2.842	4.836	2.566	1.776	2.936	1.677	NA
XIV_107002_107170_-	YNL283C__WSC2	36.618	37.878	30.41	27.436	40.652	33.642	24.763	29.589	YNL283C_mRNA
XIV_107471_107488_-	YNL283C__WSC2	0.798	0.971	0.853	0.888	1.642	0.654	1.175	0.789	YNL283C_mRNA
XIV_107638_107672_+	YNL281W__YNL281W	18.259	15.863	18.094	18.159	13.037	15.7	14.877	14.696	YNL281W_mRNA
XIV_107638_107672_+	YNL282W__YNL282W	18.259	15.863	18.094	18.159	13.037	15.7	14.877	14.696	YNL282W_mRNA
XIV_108375_108492_+	YNL281W__YNL281W	123.725	120.971	170.334	167.574	112.203	116.627	157.873	159.684	YNL281W_mRNA
XIV_108375_108492_+	YNL282W__YNL282W	123.725	120.971	170.334	167.574	112.203	116.627	157.873	159.684	YNL282W_mRNA
XIV_110439_110629_-	YNL280C__YNL280C	71.94	65.288	66.978	65.924	68.78	69.901	66.555	61.94	YNL280C_mRNA
XIV_110700_110708_+	YNL279W__YNL279W	0.499	0	0.568	0.197	0.103	0.187	0.098	0.197	YNL279W_mRNA
XIV_110875_110917_+	YNL279W__YNL279W	2.295	3.777	2.937	2.763	6.467	7.009	9.2	7.101	YNL279W_mRNA
XIV_112700_112715_-	.	1.098	1.187	1.326	2.467	1.027	0.841	1.664	1.282	NA
XIV_112850_112900_-	.	4.191	2.59	4.547	4.342	3.285	2.99	3.034	2.269	NA
XIV_113078_113206_+	YNL278W__YNL278W	7.683	7.986	7.579	9.672	6.775	5.514	6.656	6.707	YNL278W_mRNA
XIV_117238_117246_+	YNL277W-A__YNL277W-A	1.596	2.374	0.189	0.296	1.95	2.523	0.196	0.296	YNL277W-A_mRNA
XIV_117238_117246_+	YNL277W__YNL277W	1.596	2.374	0.189	0.296	1.95	2.523	0.196	0.296	YNL277W_mRNA
XIV_118518_118536_-	YNL276C__YNL276C	2.794	1.727	2.368	2.763	2.361	1.962	2.349	2.071	YNL276C_mRNA
XIV_118676_118683_+	YNL275W__YNL275W	1.596	1.835	3.41	2.566	2.874	1.495	3.719	4.143	YNL275W_mRNA
XIV_118698_118703_+	YNL275W__YNL275W	0	0	0.284	0.395	0.205	0	0.098	0.197	YNL275W_mRNA
XIV_119057_119059_+	YNL275W__YNL275W	0.2	0.54	0.568	0.197	0.513	0.374	0.685	0.395	YNL275W_mRNA
XIV_119240_119263_+	YNL275W__YNL275W	6.086	7.014	4.642	5.823	6.365	6.355	6.851	5.03	YNL275W_mRNA
XIV_119396_119425_+	YNL275W__YNL275W	0.499	1.079	1.042	0.987	0.821	0.467	0.783	0.493	YNL275W_mRNA
XIV_122188_122270_-	YNL274C__YNL274C	73.436	73.273	21.031	22.304	62.826	66.911	25.35	24.362	YNL274C_mRNA
XIV_122801_122876_+	YNL273W__YNL273W	10.876	9.712	13.452	12.139	10.779	9.719	9.69	9.469	YNL273W_mRNA
XIV_12861_12871_+	YNL333W__YNL333W	0.2	0.54	0.095	0.592	0.821	0.561	0.881	0.395	YNL333W_mRNA
XIV_129128_129220_-	YNL272C__YNL272C	28.038	24.604	26.052	25.758	22.79	29.811	28.678	28.406	YNL272C_mRNA
XIV_12914_12972_-	YNL334C__YNL334C	3.692	3.022	2.368	2.566	4.209	3.925	2.741	2.367	YNL334C_mRNA
XIV_13081_13209_+	YNL333W__YNL333W	1.796	1.835	1.611	0.691	2.053	1.589	1.077	1.578	YNL333W_mRNA
XIV_13504_13561_+	YNL333W__YNL333W	2.395	2.266	1.326	1.875	2.361	2.617	1.664	1.282	YNL333W_mRNA
XIV_135595_135677_-	YNL271C__BNI1	61.363	63.237	56.747	56.154	66.008	57.379	50.21	50.203	YNL271C_mRNA
XIV_137703_137714_-	YNL270C__ALP1	0.499	0.432	0.095	1.086	0.719	0.748	0.098	0.099	YNL270C_mRNA
XIV_138154_138207_+	YNL268W__YNL268W	2.894	2.05	0.947	1.086	1.027	1.121	1.468	1.381	YNL268W_mRNA
XIV_138154_138207_+	YNL269W__YNL269W	2.894	2.05	0.947	1.086	1.027	1.121	1.468	1.381	YNL269W_mRNA
XIV_138434_138610_+	YNL268W__YNL268W	100.277	107.158	78.251	74.807	98.55	88.031	76.245	74.072	YNL268W_mRNA
XIV_138434_138610_+	YNL269W__YNL269W	100.277	107.158	78.251	74.807	98.55	88.031	76.245	74.072	YNL269W_mRNA
XIV_140732_140814_+	YNL267W__PIK1	25.244	28.705	23.4	26.449	24.843	27.942	22.022	20.022	YNL267W_mRNA
XIV_145272_145332_-	YNL265C__YNL265C	42.605	44.784	28.61	21.909	38.496	41.866	24.665	28.899	YNL265C_mRNA
XIV_145795_145799_-	YNL264C__PDR17	0.2	0.54	0.189	0.197	0.308	0.748	0.489	0	YNL264C_mRNA
XIV_145795_145799_-	YNL265C__YNL265C	0.2	0.54	0.189	0.197	0.308	0.748	0.489	0	YNL265C_mRNA
XIV_146575_146654_-	YNL264C__PDR17	38.414	36.043	30.031	28.324	33.774	37.848	28.384	27.913	YNL264C_mRNA
XIV_147885_147997_-	YNL263C__YNL263C	63.359	53.093	51.915	53.983	47.632	50.463	53.342	52.077	YNL263C_mRNA
XIV_148160_148221_+	YNL262W__POL2	34.324	31.942	32.4	35.528	33.569	32.895	29.265	28.307	YNL262W_mRNA
XIV_154999_155112_+	YNL261W__YNL261W	12.871	12.842	11.463	10.264	12.011	11.494	9.298	11.244	YNL261W_mRNA
XIV_157358_157426_-	YNL259C__YNL259C	25.443	26.547	23.968	24.08	21.147	25.792	20.358	26.236	YNL259C_mRNA
XIV_157358_157426_-	YNL260C__YNL260C	25.443	26.547	23.968	24.08	21.147	25.792	20.358	26.236	YNL260C_mRNA
XIV_157858_157928_-	YNL259C__YNL259C	184.988	187.337	178.766	184.253	187.964	183.164	182.342	176.944	YNL259C_mRNA
XIV_157858_157928_-	YNL260C__YNL260C	184.988	187.337	178.766	184.253	187.964	183.164	182.342	176.944	YNL260C_mRNA
XIV_160370_160432_-	YNL258C__DSL1	28.636	26.547	28.136	25.857	27.717	26.914	26.133	23.474	YNL258C_mRNA
XIV_16281_16450_-	YNL331C__YNL331C	3.193	3.022	2.463	3.059	3.901	3.084	3.817	3.452	YNL331C_mRNA
XIV_16405_16471_+	.	0.599	0.647	0.853	0.79	0.616	0.654	0	0.395	NA
XIV_164302_164384_-	YNL257C__YNL257C	44.8	44.029	20.179	25.462	44.142	45.417	24.175	22.981	YNL257C_mRNA
XIV_164416_164421_-	YNL257C__YNL257C	3.093	2.158	3.316	3.849	2.156	2.804	3.524	2.466	YNL257C_mRNA
XIV_164537_164583_+	YNL256W__YNL256W	40.111	30.971	25.863	24.179	36.751	33.829	22.903	24.559	YNL256W_mRNA
XIV_167734_167893_-	YNL255C__YNL255C	202.349	202.553	397.889	407.488	222.764	213.535	409.609	407.346	YNL255C_mRNA
XIV_168048_168114_+	.	2.295	2.59	6.347	7.895	2.669	2.336	5.285	5.326	NA
XIV_169251_169265_-	YNL254C__YNL254C	0.898	1.511	1.895	1.776	1.745	0.748	1.958	2.17	YNL254C_mRNA
XIV_169291_169314_-	YNL254C__YNL254C	2.295	1.079	3.316	2.072	2.156	1.962	1.762	2.564	YNL254C_mRNA
XIV_169322_169326_-	YNL254C__YNL254C	0.2	0.324	0.189	0.197	0.308	0.374	0.098	0.296	YNL254C_mRNA
XIV_169433_169437_+	YNL253W__YNL253W	0.399	0.216	0.568	0.691	0	0	0.489	0.888	YNL253W_mRNA
XIV_169482_169591_-	YNL254C__YNL254C	57.372	52.877	0.474	0	48.146	45.137	0.196	0	YNL254C_mRNA
